red,caso,origen,destino,algoritmo,costo,saltos,tiempo,error
9,4,41,23,PSO,90.30000000000001,3,16.935055399517296,1.5737380636990037e-14
9,5,4,14,Dijkstra,5.9,1,0.07210400508483872,0.0
9,5,4,14,A*,5.9,1,8.098658996459562,0.0
9,5,4,14,PSO,5.9,1,6.603834799170727,0.0
9,6,46,2,Dijkstra,44.9,2,0.1220560006913729,0.0
9,6,46,2,A*,44.9,2,10.434021001856308,0.0
9,6,46,2,PSO,44.9,2,16.722840500733582,0.0
9,7,38,20,Dijkstra,53.5,3,0.15100099699338898,0.0
9,7,38,20,A*,53.5,3,9.879499004455283,0.0
9,7,38,20,PSO,53.5,3,18.301117498776875,0.0
9,8,14,18,Dijkstra,32.7,3,0.3557719974196516,0.0
9,8,14,18,A*,32.7,3,8.235512999817729,0.0
9,8,14,18,PSO,32.7,3,16.09665129944915,0.0
9,9,47,22,Dijkstra,81.8,3,0.26236900157528,0.0
9,9,47,22,A*,81.8,3,10.64990799932275,0.0
9,9,47,22,PSO,81.80000000000001,3,17.483548900054302,1.737268302591932e-14
9,10,20,4,Dijkstra,51.1,3,0.14929499593563378,0.0
9,10,20,4,A*,51.1,3,10.598779997962993,0.0
9,10,20,4,PSO,51.099999999999994,3,13.85478179945494,-1.3904945905285717e-14
9,11,33,7,Dijkstra,62.1,2,0.19216500368202105,0.0
9,11,33,7,A*,62.1,2,9.767019000719301,0.0
9,11,33,7,PSO,62.099999999999994,2,13.937509200331988,-1.1441912009019325e-14
9,12,46,39,Dijkstra,63.9,2,0.2993010057252832,0.0
9,12,46,39,A*,63.9,2,11.07856599992374,0.0
9,12,46,39,PSO,63.9,2,11.810908899497008,0.0
9,13,22,27,Dijkstra,97.1,4,0.21203600044827908,0.0
9,13,22,27,A*,97.1,4,8.202871998946648,0.0
9,13,22,27,PSO,97.1,4,14.744140501716174,0.0
9,14,16,24,Dijkstra,48.0,2,0.19360599981155246,0.0
9,14,16,24,A*,48.0,2,8.217503993364517,0.0
9,14,16,24,PSO,48.0,2,14.750846099923365,0.0
9,15,9,27,Dijkstra,63.5,3,0.27447200409369543,0.0
9,15,9,27,A*,63.5,3,11.689830993418582,0.0
9,15,9,27,PSO,63.5,3,16.547207499388605,0.0
9,16,46,4,Dijkstra,37.3,2,0.22467300004791468,0.0
9,16,46,4,A*,37.3,2,10.576723994745407,0.0
9,16,46,4,PSO,37.3,2,12.54218239992042,0.0
9,17,6,34,Dijkstra,64.2,3,0.2080020058201626,0.0
9,17,6,34,A*,64.2,3,10.021876005339436,0.0
9,17,6,34,PSO,64.19999999999999,3,14.822066800115863,-2.2135287718383183e-14
9,18,14,5,Dijkstra,44.1,4,0.15219399938359857,0.0
9,18,14,5,A*,44.1,4,9.811588999582455,0.0
9,18,14,5,PSO,49.1,3,14.123090200155275,11.337868480725623
9,19,18,11,Dijkstra,47.7,1,0.16777100245235488,0.0
9,19,18,11,A*,47.7,1,8.447234002233017,0.0
9,19,18,11,PSO,47.7,1,3.5890013990865555,0.0
9,20,21,47,Dijkstra,71.4,3,0.2609529983601533,0.0
9,20,21,47,A*,71.4,3,11.69151499925647,0.0
9,20,21,47,PSO,71.39999999999999,3,13.196202198741958,-1.9903157864428575e-14
10,1,0,16,Dijkstra,33.4,2,0.1637820023461245,0.0
10,1,0,16,A*,33.4,2,8.240625997132156,0.0
10,1,0,16,PSO,33.4,2,15.925365199655062,0.0
10,2,48,33,Dijkstra,65.9,4,0.2006270005949773,0.0
10,2,48,33,A*,65.9,4,8.995679003419355,0.0
10,2,48,33,PSO,65.9,4,17.25890379966586,0.0
10,3,43,12,Dijkstra,41.7,3,0.4738990028272383,0.0
10,3,43,12,A*,41.7,3,12.460941004974302,0.0
10,3,43,12,PSO,41.7,3,19.647914199595107,0.0
10,4,0,28,Dijkstra,54.4,3,0.2172170061385259,0.0
10,4,0,28,A*,54.4,3,10.832632993697189,0.0
10,4,0,28,PSO,54.400000000000006,3,17.165647399087902,1.3061447348531254e-14
10,5,16,39,Dijkstra,37.2,2,0.17374099843436852,0.0
10,5,16,39,A*,37.2,2,11.430515995016322,0.0
10,5,16,39,PSO,37.2,2,17.356749800092075,0.0
10,6,1,6,Dijkstra,51.5,3,0.6953570045880042,0.0
10,6,1,6,A*,51.5,3,11.14076899830252,0.0
10,6,1,6,PSO,51.5,3,16.27367330074776,0.0
10,7,33,26,Dijkstra,41.1,3,0.3459940053289756,0.0
10,7,33,26,A*,41.1,3,11.996663000900298,0.0
10,7,33,26,PSO,41.1,3,22.102445200289367,0.0
10,8,3,16,Dijkstra,64.5,3,0.21910500072408468,0.0
10,8,3,16,A*,64.5,3,11.565699001948815,0.0
10,8,3,16,PSO,64.5,3,18.089981000230182,0.0
10,9,30,20,Dijkstra,28.1,2,0.10215299698757008,0.0
10,9,30,20,A*,28.1,2,14.403727000171784,0.0
10,9,30,20,PSO,28.1,2,19.90655709960265,0.0
10,10,38,14,Dijkstra,49.4,3,0.32601500424789265,0.0
10,10,38,14,A*,49.4,3,12.799001000530552,0.0
10,10,38,14,PSO,49.4,3,19.227970502106473,0.0
10,11,40,3,Dijkstra,91.9,4,0.2619399965624325,0.0
10,11,40,3,A*,91.9,4,11.607262997131329,0.0
10,11,40,3,PSO,91.9,4,15.137045200390276,0.0
10,12,43,17,Dijkstra,75.7,3,0.6028569987392984,0.0
10,12,43,17,A*,75.7,3,12.39753799745813,0.0
10,12,43,17,PSO,75.69999999999999,3,21.685291700123344,-1.8772595396568034e-14
10,13,8,19,Dijkstra,52.8,3,0.6923949986230582,0.0
10,13,8,19,A*,52.8,3,13.320272002601996,0.0
10,13,8,19,PSO,52.8,3,23.788909999711905,0.0
10,14,2,11,Dijkstra,27.1,1,0.14057799853617325,0.0
10,14,2,11,A*,27.1,1,16.82376799726626,0.0
10,14,2,11,PSO,27.1,1,9.612935799668776,0.0
10,15,22,25,Dijkstra,4.4,1,0.07536400516983122,0.0
10,15,22,25,A*,4.4,1,14.460076003160793,0.0
10,15,22,25,PSO,4.4,1,4.618744099570904,0.0
10,16,0,19,Dijkstra,64.3,2,0.3866810002364218,0.0
10,16,0,19,A*,64.3,2,14.014761996804737,0.0
10,16,0,19,PSO,64.3,2,19.351128899143077,0.0
10,17,6,1,Dijkstra,51.5,3,0.7522170053562149,0.0
10,17,6,1,A*,51.5,3,18.506286993215326,0.0
10,17,6,1,PSO,51.5,3,22.865916700538946,0.0
10,18,20,28,Dijkstra,61.7,2,0.21970899979351088,0.0
10,18,20,28,A*,61.7,2,15.677756004151888,0.0
10,18,20,28,PSO,61.699999999999996,2,19.364689801295754,-1.1516089720585092e-14
10,19,15,26,Dijkstra,47.1,3,0.3444680041866377,0.0
10,19,15,26,A*,47.1,3,15.44784200086724,0.0
10,19,15,26,PSO,47.1,3,20.08863400114933,0.0
10,20,38,20,Dijkstra,78.4,3,0.8536659952369519,0.0
10,20,38,20,A*,78.4,3,14.884311000059824,0.0
10,20,38,20,PSO,78.4,3,18.867445999057963,0.0
